ser ID: DU600

Method ID: A:\DEFAULT

Date: 07/29/00

Time: 08:26

 200.0   3.22220

  201.0   2.98923

  202.0   3.33041

  203.0   3.06744

  204.0   3.40688

  205.0   3.44107

  206.0   3.47056

  207.0   3.49886

  208.0   3.52660

  209.0   3.55570

  210.0   3.58092

  211.0   3.00314

  212.0   3.62972

  213.0   3.17821

  214.0   3.67642

  215.0   3.69705

  216.0   3.71659

  217.0   3.73719

  218.0   3.75557

  219.0   3.77173

  220.0   3.78675

  221.0   3.80127

  222.0   3.81651

  223.0   3.82950

  224.0   3.84242

  225.0   3.85449

  226.0   3.26553

  227.0   3.57921

  228.0   3.59073

  229.0   3.60201

  230.0   3.43775

  231.0   3.32268

  232.0   3.93399

  233.0   3.94176

  234.0   3.94880

  235.0   3.95415

  236.0   3.95828

  237.0   3.96142

  238.0   3.48634

  239.0   3.96459

  240.0   3.96464

  241.0   3.96440

  242.0   3.96313

  243.0   3.26198

  244.0   3.48163

  245.0   3.65466

  246.0   3.65162

  247.0   3.94856

  248.0   3.94448

  249.0   3.93982

  250.0   3.93536

  251.0   3.93018

  252.0   3.92526

  253.0   3.91986

  254.0   3.91424

  255.0   3.90838

  256.0   3.30108

  257.0   3.89713

  258.0   3.11311

  259.0   3.40711

  260.0   3.27554

  261.0   3.39463

  262.0   3.86516

  263.0   3.85848

  264.0   3.85187

  265.0   3.36866

  266.0   3.23685

  267.0   3.13335

  268.0   2.92324

  269.0   2.86635

  270.0   2.63942

  271.0   2.55610

  272.0   2.39216

  273.0   2.32688

  274.0   2.22162

  275.0   2.14640

  276.0   2.08258

  277.0   1.97765

  278.0   1.92130

  279.0   1.83649

  280.0   1.77448

  281.0   1.71579

  282.0   1.65742

  283.0   1.60854

  284.0   1.56187

  285.0   1.51544

  286.0   1.46373

  287.0   1.42961

  288.0   1.39696

  289.0   1.36730

  290.0   1.33846

  291.0   1.32138

  292.0   1.30019

  293.0   1.27994

  294.0   1.25786

  295.0   1.24426

  296.0   1.23749

  297.0   1.22780

  298.0   1.22328

  299.0   1.21101

  300.0   1.21068

  301.0   1.20883

  302.0   1.20973

  303.0   1.20585

  304.0   1.20571

  305.0   1.20441

  306.0   1.21244

  307.0   1.21397

  308.0   1.20789

  309.0   1.20420

  310.0   1.19639

  311.0   1.19072

  312.0   1.17641

  313.0   1.17191

  314.0   1.16301

  315.0   1.15444

  316.0   1.14242

  317.0   1.13822

  318.0   1.12859

  319.0   1.12282

  320.0   1.11394

  321.0   1.10676

  322.0   1.08835

  323.0   1.08059

  324.0   1.07152

  325.0   1.06742

  326.0   1.06251

  327.0   1.05189

  328.0   1.04426

  329.0   1.03704

  330.0   1.03134

  331.0   1.01624

  332.0   1.00523

  333.0   0.99615

  334.0   0.98310

  335.0   0.96537

  336.0   0.94524

  337.0   0.93681

  338.0   0.91378

  339.0   0.90191

  340.0   0.88427

  341.0   0.86485

  342.0   0.84717

  343.0   0.82865

  344.0   0.80861

  345.0   0.78657

  346.0   0.76559

  347.0   0.74147

  348.0   0.71897

