ser ID: DU600

Method ID: A:\DEFAULT

Date: 07/29/00

Time: 03:34

 200.0   3.22220

  201.0   2.98923

  202.0   3.33041

  203.0   3.36847

  204.0   3.40688

  205.0   3.44107

  206.0   3.47056

  207.0   3.49886

  208.0   3.52660

  209.0   3.55570

  210.0   3.58092

  211.0   3.60520

  212.0   3.62972

  213.0   3.65533

  214.0   3.37539

  215.0   3.09499

  216.0   3.71659

  217.0   3.73719

  218.0   3.75557

  219.0   3.77173

  220.0   3.78675

  221.0   3.80127

  222.0   3.81651

  223.0   3.82950

  224.0   3.84242

  225.0   3.85449

  226.0   3.86759

  227.0   3.88024

  228.0   3.89176

  229.0   3.90304

  230.0   3.91487

  231.0   3.92474

  232.0   3.93399

  233.0   3.94176

  234.0   3.94880

  235.0   3.95415

  236.0   3.95828

  237.0   3.96142

  238.0   3.96346

  239.0   3.96459

  240.0   3.96464

  241.0   3.96440

  242.0   3.96313

  243.0   3.96095

  244.0   3.95875

  245.0   3.95569

  246.0   3.95265

  247.0   3.94856

  248.0   3.94448

  249.0   3.93982

  250.0   3.93536

  251.0   3.62915

  252.0   3.92526

  253.0   3.91986

  254.0   3.91424

  255.0   3.90838

  256.0   3.90314

  257.0   3.89713

  258.0   3.89126

  259.0   3.88423

  260.0   3.87760

  261.0   3.87175

  262.0   3.86516

  263.0   3.85848

  264.0   3.85187

  265.0   3.84578

  266.0   3.83891

  267.0   3.53129

  268.0   3.34921

  269.0   3.51957

  270.0   3.81551

  271.0   3.81137

  272.0   3.80713

  273.0   3.80400

  274.0   3.80140

  275.0   3.79962

  276.0   3.19652

  277.0   3.32008

  278.0   2.95127

  279.0   3.31841

  280.0   3.49464

  281.0   3.09601

  282.0   2.79414

  283.0   2.79323

  284.0   2.58820

  285.0   2.37693

  286.0   2.27360

  287.0   2.13813

  288.0   2.10121

  289.0   2.01403

  290.0   1.91824

  291.0   1.81187

  292.0   1.71517

  293.0   1.63915

  294.0   1.57693

  295.0   1.50445

  296.0   1.44744

  297.0   1.40330

  298.0   1.34588

  299.0   1.28859

  300.0   1.23672

  301.0   1.18644

  302.0   1.13540

  303.0   1.09440

  304.0   1.05349

  305.0   1.01984

  306.0   0.98724

  307.0   0.96046

  308.0   0.92799

  309.0   0.89831

  310.0   0.87406

  311.0   0.84643

  312.0   0.81530

  313.0   0.79010

  314.0   0.76939

  315.0   0.74757

  316.0   0.73017

  317.0   0.71551

  318.0   0.70248

  319.0   0.69028

  320.0   0.68536

  321.0   0.68209

  322.0   0.67709

  323.0   0.67726

  324.0   0.67827

  325.0   0.68409

  326.0   0.68569

  327.0   0.69273

  328.0   0.70203

  329.0   0.71084

  330.0   0.72121

  331.0   0.73485

  332.0   0.74636

  333.0   0.75997

  334.0   0.77183

  335.0   0.78557

  336.0   0.80052

  337.0   0.81890

  338.0   0.83422

  339.0   0.85441

  340.0   0.87059

  341.0   0.89002

  342.0   0.91191

  343.0   0.92875

  344.0   0.94341

  345.0   0.95727

  346.0   0.97240

  347.0   0.98989

  348.0   1.00908

  349.0   1.01931

  350.0   1.03306

  351.0   1.04633

  352.0   1.04964

  353.0   1.05763

  354.0   1.06079

  355.0   1.06456

  356.0   1.06373

  357.0   1.06912

  358.0   1.06641

  359.0   1.06300

  360.0   1.06139

  361.0   1.05275

  362.0   1.04114

  363.0   1.03349

  364.0   1.02087

  365.0   1.01156

  366.0   1.00827

  367.0   0.99157

  368.0   0.98188

  369.0   0.96714

  370.0   0.95500

  371.0   0.94223

  372.0   0.92948

  373.0   0.91701

  374.0   0.90748

  375.0   0.89527

  376.0   0.87976

  377.0   0.86760

  378.0   0.85459

  379.0   0.84267

  380.0   0.82964

  381.0   0.81366

  382.0   0.79836

  383.0   0.78395

  384.0   0.76748

  385.0   0.75499

  386.0   0.73751

  387.0   0.72286

  388.0   0.70782

  389.0   0.69180

  390.0   0.67809

  391.0   0.66178

  392.0   0.64643

  393.0   0.63216

  394.0   0.61776

  395.0   0.60470

  396.0   0.59251

  397.0   0.57902

  398.0   0.56706

  399.0   0.55448

  400.0   0.54342

  401.0   0.53198

  402.0   0.52100

  403.0   0.50993

  404.0   0.49882

  405.0   0.48855

  406.0   0.47913

  407.0   0.46841

  408.0   0.45851

  409.0   0.44709

  410.0   0.43705

  411.0   0.42653

  412.0   0.41504

  413.0   0.40502

  414.0   0.39448

  415.0   0.38914

  416.0   0.37169

  417.0   0.35981

  418.0   0.34886

  419.0   0.33727

  420.0   0.32649

  421.0   0.31591

  422.0   0.30427

  423.0   0.29448

  424.0   0.28336

  425.0   0.27358

  426.0   0.26319

  427.0   0.25404

  428.0   0.24530

  429.0   0.23604

  430.0   0.22798

  431.0   0.21939

  432.0   0.21211

  433.0   0.20419

  434.0   0.19741

  435.0   0.19079

  436.0   0.18416

  437.0   0.17832

  438.0   0.17194

  439.0   0.16662

  440.0   0.16098

  441.0   0.15609

  442.0   0.15097

  443.0   0.14646

  444.0   0.14201

  445.0   0.13740

  446.0   0.13318

  447.0   0.12892

  448.0   0.12492

  449.0   0.12086

