ser ID: DU600

Method ID: A:\DEFAULT

Date: 07/31/00

Time: 06:50

 200.0   3.01494

  201.0   2.61172

  202.0   2.28395

  203.0   3.17260

  204.0   2.93044

  205.0   2.81090

  206.0   2.29905

  207.0   2.25199

  208.0   2.13627

  209.0   1.95944

  210.0   1.94376

  211.0   1.89875

  212.0   1.82366

  213.0   1.79229

  214.0   1.76824

  215.0   1.72751

  216.0   1.70146

  217.0   1.66538

  218.0   1.64314

  219.0   1.59531

  220.0   1.56026

  221.0   1.50770

  222.0   1.45162

  223.0   1.40400

  224.0   1.35751

  225.0   1.30253

  226.0   1.24968

  227.0   1.20418

  228.0   1.16289

  229.0   1.12098

  230.0   1.08185

  231.0   1.04732

  232.0   1.01950

  233.0   0.99166

  234.0   0.96579

  235.0   0.94284

  236.0   0.92399

  237.0   0.90529

  238.0   0.88610

  239.0   0.86724

  240.0   0.84889

  241.0   0.82978

  242.0   0.81063

  243.0   0.78664

  244.0   0.76533

  245.0   0.74474

  246.0   0.72235

  247.0   0.69526

  248.0   0.66970

  249.0   0.64692

  250.0   0.62290

  251.0   0.60185

  252.0   0.58508

  253.0   0.57068

  254.0   0.55791

  255.0   0.54589

  256.0   0.53788

  257.0   0.52977

  258.0   0.52273

  259.0   0.51472

  260.0   0.50543

  261.0   0.49590

  262.0   0.48300

  263.0   0.46991

  264.0   0.45726

  265.0   0.44298

  266.0   0.42741

  267.0   0.41294

  268.0   0.39817

  269.0   0.38123

  270.0   0.36254

  271.0   0.34671

  272.0   0.32917

  273.0   0.31120

  274.0   0.29234

  275.0   0.27428

  276.0   0.25715

  277.0   0.24174

  278.0   0.22595

  279.0   0.21382

  280.0   0.20267

  281.0   0.19075

  282.0   0.18116

  283.0   0.17277

  284.0   0.16496

  285.0   0.15800

  286.0   0.15189

  287.0   0.14657

  288.0   0.14106

  289.0   0.13719

  290.0   0.13327

  291.0   0.13078

  292.0   0.12778

  293.0   0.12594

  294.0   0.12423

  295.0   0.12247

  296.0   0.12130

  297.0   0.11999

  298.0   0.11891

  299.0   0.11791

  300.0   0.11665

  301.0   0.11642

  302.0   0.11662

  303.0   0.11602

  304.0   0.11624

  305.0   0.11563

  306.0   0.11511

  307.0   0.11535

  308.0   0.11572

  309.0   0.11575

  310.0   0.11564

  311.0   0.11524

  312.0   0.11505

  313.0   0.11418

  314.0   0.11358

  315.0   0.11311
